Order Date,Segment,Country,State,Category,Sub-Category,Sales
8/12/2018,Consumer,United States,California,Office Supplies,Labels,28.35
8/12/2018,Consumer,United States,California,Office Supplies,Paper,55.98
8/12/2018,Consumer,United States,California,Furniture,Bookcases,1336.829
8/12/2018,Consumer,United States,California,Furniture,Chairs,113.568
3/11/2018,Corporate,United States,Washington,Office Supplies,Paper,139.86
3/11/2018,Corporate,United States,Washington,Furniture,Chairs,307.136
24/06/2018,Consumer,United States,California,Office Supplies,Art,95.92
14/04/2017,Consumer,United States,California,Furniture,Chairs,383.8
6/11/2018,Corporate,United States,Kentucky,Office Supplies,Paper,5.78
4/3/2018,Corporate,United States,California,Office Supplies,Art,9.32
4/3/2018,Corporate,United States,California,Office Supplies,Envelopes,15.25
22/06/2015,Consumer,United States,Colorado,Technology,Accessories,196.752
19/10/2018,Corporate,United States,Massachusetts,Furniture,Furnishings,56.56
19/10/2018,Corporate,United States,Massachusetts,Office Supplies,Storage,32.7
21/08/2018,Consumer,United States,Mississippi,Furniture,Chairs,866.4
23/11/2018,Corporate,United States,Michigan,Furniture,Furnishings,28.4
23/11/2018,Corporate,United States,Michigan,Office Supplies,Binders,287.92
12/9/2015,Home Office,United States,New York,Technology,Machines,69.99
1/10/2018,Corporate,United States,Texas,Office Supplies,Art,6.672
15/04/2017,Home Office,United States,North Carolina,Office Supplies,Binders,189.588
15/04/2017,Home Office,United States,North Carolina,Technology,Accessories,408.744
15/04/2017,Home Office,United States,North Carolina,Technology,Accessories,291.96
15/04/2017,Home Office,United States,North Carolina,Office Supplies,Storage,4.768
6/6/2017,Consumer,United States,Massachusetts,Office Supplies,Storage,714.3
19/12/2015,Consumer,United States,Florida,Office Supplies,Binders,4.812
19/12/2015,Consumer,United States,Florida,Technology,Accessories,247.8
12/6/2017,Home Office,United States,Illinois,Technology,Machines,1007.979
12/6/2017,Home Office,United States,Illinois,Office Supplies,Paper,313.488
15/09/2018,Corporate,United States,Texas,Office Supplies,Paper,31.872
20/01/2018,Corporate,United States,New York,Furniture,Chairs,207.846
5/9/2017,Consumer,United States,Michigan,Furniture,Furnishings,12.22
5/9/2017,Consumer,United States,Michigan,Office Supplies,Storage,194.94
5/9/2017,Consumer,United States,Michigan,Office Supplies,Storage,70.95
5/9/2017,Consumer,United States,Michigan,Office Supplies,Paper,91.36
5/9/2017,Consumer,United States,Michigan,Furniture,Chairs,242.94
5/9/2017,Consumer,United States,Michigan,Office Supplies,Labels,22.05
20/03/2018,Consumer,United States,Indiana,Furniture,Furnishings,2.91
1/4/2017,Consumer,United States,New York,Office Supplies,Art,59.52
1/4/2017,Consumer,United States,New York,Office Supplies,Storage,161.94
1/4/2017,Consumer,United States,New York,Office Supplies,Art,263.88
1/4/2017,Consumer,United States,New York,Office Supplies,Art,30.48
1/4/2017,Consumer,United States,New York,Office Supplies,Art,9.84
1/4/2017,Consumer,United States,New York,Technology,Phones,35.12
20/10/2018,Corporate,United States,Ohio,Furniture,Tables,284.364
20/10/2018,Corporate,United States,Ohio,Office Supplies,Storage,665.408
13/12/2017,Corporate,United States,Oklahoma,Technology,Accessories,63.88
12/2/2015,Consumer,United States,California,Furniture,Chairs,129.568
26/09/2017,Consumer,United States,Illinois,Furniture,Chairs,747.558
26/09/2017,Consumer,United States,Illinois,Office Supplies,Envelopes,8.928
15/12/2016,Consumer,United States,Washington,Office Supplies,Appliances,103.92
15/12/2016,Consumer,United States,Washington,Technology,Accessories,899.91
15/12/2016,Consumer,United States,Washington,Office Supplies,Binders,51.312
22/04/2017,Home Office,United States,Arizona,Furniture,Furnishings,23.56
22/04/2017,Home Office,United States,Arizona,Furniture,Tables,1272.63
22/04/2017,Home Office,United States,Arizona,Office Supplies,Binders,28.485
22/04/2017,Home Office,United States,Arizona,Office Supplies,Supplies,185.376
22/04/2017,Home Office,United States,Arizona,Office Supplies,Appliances,78.272
17/01/2016,Home Office,United States,Illinois,Furniture,Furnishings,254.744
31/03/2018,Corporate,United States,Texas,Furniture,Bookcases,205.3328
16/12/2017,Consumer,United States,Illinois,Office Supplies,Binders,4.788
20/12/2016,Corporate,United States,New York,Office Supplies,Paper,55.48
9/11/2015,Consumer,United States,California,Office Supplies,Storage,340.92
9/11/2015,Consumer,United States,California,Furniture,Bookcases,222.666
9/11/2015,Consumer,United States,California,Technology,Phones,703.968
9/11/2015,Consumer,United States,California,Office Supplies,Storage,92.52
9/11/2015,Consumer,United States,California,Office Supplies,Paper,62.65
9/11/2015,Consumer,United States,California,Office Supplies,Paper,94.85
12/7/2017,Corporate,United States,California,Technology,Phones,95.76
27/10/2017,Consumer,United States,New York,Furniture,Furnishings,40.2
26/06/2017,Corporate,United States,New York,Office Supplies,Art,14.7
26/06/2017,Corporate,United States,New York,Office Supplies,Storage,704.25
6/10/2015,Consumer,United States,California,Technology,Accessories,9.09
22/07/2015,Consumer,United States,New York,Office Supplies,Art,5.96
22/07/2015,Consumer,United States,New York,Technology,Accessories,159.98
10/6/2018,Home Office,United States,California,Office Supplies,Labels,29.6
10/6/2018,Home Office,United States,California,Furniture,Bookcases,514.165
10/6/2018,Home Office,United States,California,Technology,Phones,279.96
29/10/2015,Consumer,United States,Illinois,Technology,Phones,2735.952
9/6/2015,Home Office,United States,Texas,Technology,Phones,7.992
9/6/2015,Home Office,United States,Texas,Technology,Accessories,63.984
9/6/2015,Home Office,United States,Texas,Office Supplies,Art,70.368
14/09/2015,Consumer,United States,New York,Office Supplies,Storage,449.15
14/09/2015,Consumer,United States,New York,Office Supplies,Envelopes,11.07
9/5/2017,Consumer,United States,Washington,Technology,Accessories,93.98
18/03/2017,Consumer,United States,Tennessee,Furniture,Tables,189.882
27/12/2016,Consumer,United States,Arkansas,Office Supplies,Envelopes,105.42
25/07/2017,Consumer,United States,California,Office Supplies,Binders,119.616
25/07/2017,Consumer,United States,California,Furniture,Furnishings,255.76
25/07/2017,Consumer,United States,California,Furniture,Chairs,241.568
25/07/2017,Consumer,United States,California,Furniture,Furnishings,69.3
30/05/2017,Corporate,United States,Colorado,Office Supplies,Binders,22.62
30/05/2017,Corporate,United States,Colorado,Office Supplies,Binders,14.952
30/05/2017,Corporate,United States,Colorado,Furniture,Chairs,801.568
30/05/2017,Corporate,United States,Colorado,Office Supplies,Binders,2.376
30/05/2017,Corporate,United States,Colorado,Office Supplies,Paper,32.792
12/11/2018,Corporate,United States,New York,Office Supplies,Binders,15.92
16/03/2016,Consumer,United States,Georgia,Office Supplies,Art,2.74
16/03/2016,Consumer,United States,Georgia,Office Supplies,Art,8.34
16/03/2016,Consumer,United States,Georgia,Office Supplies,Storage,46.74
16/03/2016,Consumer,United States,Georgia,Office Supplies,Binders,6354.95
26/11/2018,Consumer,United States,Missouri,Furniture,Furnishings,126.3
26/11/2018,Consumer,United States,Missouri,Technology,Accessories,38.04
20/10/2017,Consumer,United States,Ohio,Office Supplies,Art,7.152
21/12/2018,Consumer,United States,California,Office Supplies,Art,6.63
21/12/2018,Consumer,United States,California,Office Supplies,Art,5.88
22/01/2018,Home Office,United States,Montana,Technology,Copiers,2999.95
22/01/2018,Home Office,United States,Montana,Office Supplies,Storage,51.45
22/01/2018,Home Office,United States,Montana,Office Supplies,Paper,11.96
22/01/2018,Home Office,United States,Montana,Office Supplies,Storage,1126.02
22/03/2016,Consumer,United States,Texas,Technology,Accessories,18.392
22/03/2016,Consumer,United States,Texas,Office Supplies,Storage,129.568
22/03/2016,Consumer,United States,Texas,Office Supplies,Binders,14.112
23/01/2018,Corporate,United States,Michigan,Furniture,Tables,210.98
21/05/2017,Consumer,United States,California,Technology,Phones,55.176
21/05/2017,Consumer,United States,California,Technology,Accessories,66.26
26/12/2016,Consumer,United States,Massachusetts,Office Supplies,Fasteners,22.2
21/10/2018,Home Office,United States,Florida,Furniture,Chairs,683.952
21/10/2018,Home Office,United States,Florida,Furniture,Furnishings,45.696
3/9/2016,Consumer,United States,Pennsylvania,Office Supplies,Storage,36.336
3/9/2016,Consumer,United States,Pennsylvania,Office Supplies,Supplies,666.248
3/9/2016,Consumer,United States,Pennsylvania,Office Supplies,Envelopes,52.512
7/11/2016,Corporate,United States,California,Furniture,Chairs,190.72
7/9/2018,Consumer,United States,California,Furniture,Furnishings,47.94
29/05/2017,Consumer,United States,Alabama,Technology,Phones,979.95
29/05/2017,Consumer,United States,Alabama,Office Supplies,Binders,22.75
10/7/2017,Consumer,United States,Arizona,Office Supplies,Storage,16.768
3/9/2018,Consumer,United States,Illinois,Office Supplies,Binders,42.616
3/12/2016,Home Office,United States,New York,Office Supplies,Binders,10.752
7/12/2016,Consumer,United States,Kentucky,Office Supplies,Appliances,152.94
7/12/2016,Consumer,United States,Kentucky,Furniture,Chairs,283.92
1/2/2015,Consumer,United States,Wisconsin,Technology,Accessories,468.9
14/07/2017,Corporate,United States,Arizona,Technology,Phones,380.864
18/12/2016,Consumer,United States,Ohio,Office Supplies,Storage,646.776
11/5/2015,Consumer,United States,Texas,Technology,Accessories,58.112
11/5/2015,Consumer,United States,Texas,Technology,Phones,100.792
11/5/2015,Consumer,United States,Texas,Furniture,Furnishings,66.112
19/11/2018,Home Office,United States,New York,Office Supplies,Binders,41.28
19/11/2018,Home Office,United States,New York,Office Supplies,Paper,13.36
15/11/2016,Corporate,United States,Illinois,Office Supplies,Storage,250.272
15/11/2016,Corporate,United States,Illinois,Office Supplies,Binders,11.364
15/11/2016,Corporate,United States,Illinois,Office Supplies,Supplies,8.72
15/04/2017,Consumer,United States,California,Furniture,Chairs,1121.568
11/9/2018,Consumer,United States,Florida,Furniture,Furnishings,34.504
24/11/2018,Consumer,United States,Texas,Office Supplies,Fasteners,10.824
29/06/2018,Corporate,United States,California,Office Supplies,Storage,1295.78
3/3/2015,Consumer,United States,North Carolina,Office Supplies,Art,19.456
10/6/2017,Consumer,United States,California,Office Supplies,Labels,20.7
10/6/2017,Consumer,United States,California,Furniture,Tables,1335.68
10/6/2017,Consumer,United States,California,Office Supplies,Paper,32.4
20/11/2018,Consumer,United States,California,Furniture,Furnishings,42.6
20/11/2018,Consumer,United States,California,Office Supplies,Binders,84.056
14/09/2015,Consumer,United States,Florida,Office Supplies,Appliances,13
14/09/2015,Consumer,United States,Florida,Furniture,Furnishings,13.128
7/12/2016,Consumer,United States,Washington,Office Supplies,Fasteners,3.96
7/12/2016,Consumer,United States,Washington,Office Supplies,Labels,2.61
7/12/2018,Consumer,United States,California,Technology,Phones,374.376
1/10/2018,Corporate,United States,Washington,Office Supplies,Paper,91.84
1/10/2018,Corporate,United States,Washington,Office Supplies,Binders,81.088
1/10/2018,Corporate,United States,Washington,Office Supplies,Paper,19.44
1/10/2018,Corporate,United States,Washington,Furniture,Chairs,451.152
28/12/2018,Consumer,United States,New York,Office Supplies,Labels,72.45
28/12/2018,Consumer,United States,New York,Office Supplies,Fasteners,13.96
28/12/2018,Consumer,United States,New York,Office Supplies,Binders,33.264
28/12/2018,Consumer,United States,New York,Technology,Phones,14.85
3/11/2017,Consumer,United States,Washington,Office Supplies,Art,8.82
18/09/2016,Consumer,United States,California,Office Supplies,Paper,160.72
18/09/2016,Consumer,United States,California,Office Supplies,Paper,19.92
18/09/2016,Consumer,United States,California,Office Supplies,Supplies,7.3
20/07/2018,Consumer,United States,Illinois,Office Supplies,Storage,69.712
20/07/2018,Consumer,United States,Illinois,Furniture,Furnishings,8.792
10/9/2016,Consumer,United States,California,Office Supplies,Supplies,51.52
1/12/2018,Consumer,United States,Colorado,Technology,Phones,470.376
1/12/2018,Consumer,United States,Colorado,Technology,Phones,105.584
1/12/2018,Consumer,United States,Colorado,Office Supplies,Appliances,31.152
1/12/2018,Consumer,United States,Colorado,Office Supplies,Binders,6.783
1/12/2018,Consumer,United States,Colorado,Technology,Phones,406.368
3/7/2016,Consumer,United States,Kentucky,Furniture,Chairs,70.98
3/7/2016,Consumer,United States,Kentucky,Office Supplies,Labels,294.93
20/03/2017,Consumer,United States,Oregon,Technology,Phones,84.784
20/03/2017,Consumer,United States,Oregon,Office Supplies,Paper,20.736
20/03/2017,Consumer,United States,Oregon,Office Supplies,Binders,16.821
20/03/2017,Consumer,United States,Oregon,Office Supplies,Paper,10.368
9/1/2015,Consumer,United States,Texas,Office Supplies,Art,9.344
9/1/2015,Consumer,United States,Texas,Technology,Accessories,31.2
8/8/2015,Consumer,United States,California,Office Supplies,Appliances,76.12
8/8/2015,Consumer,United States,California,Technology,Copiers,1199.976
8/8/2015,Consumer,United States,California,Technology,Phones,445.96
8/8/2015,Consumer,United States,California,Furniture,Furnishings,327.76
14/07/2017,Consumer,United States,Pennsylvania,Office Supplies,Supplies,11.632
16/07/2017,Consumer,United States,Pennsylvania,Technology,Phones,143.982
16/07/2017,Consumer,United States,Pennsylvania,Technology,Phones,494.376
16/07/2017,Consumer,United States,Pennsylvania,Office Supplies,Supplies,5.84
15/03/2015,Consumer,United States,Florida,Office Supplies,Storage,142.776
15/03/2015,Consumer,United States,Florida,Furniture,Furnishings,45.696
15/03/2015,Consumer,United States,Florida,Office Supplies,Binders,7.218
15/03/2015,Consumer,United States,Florida,Office Supplies,Binders,43.188
15/03/2015,Consumer,United States,Florida,Office Supplies,Paper,131.904
23/05/2015,Consumer,United States,Pennsylvania,Office Supplies,Binders,3.282
23/05/2015,Consumer,United States,Pennsylvania,Office Supplies,Art,21.168
23/05/2015,Consumer,United States,Pennsylvania,Technology,Phones,55.188
28/04/2017,Corporate,United States,Texas,Technology,Phones,369.576
28/04/2017,Corporate,United States,Texas,Office Supplies,Labels,15.712
11/9/2017,Corporate,United States,Pennsylvania,Office Supplies,Paper,8.448
11/9/2017,Corporate,United States,Pennsylvania,Technology,Phones,728.946
14/11/2018,Consumer,United States,Ohio,Technology,Phones,119.94
14/11/2018,Consumer,United States,Ohio,Office Supplies,Binders,3.648
